WKT	thematic	mkey	osmtype	osm_id	lat	lon	amenity	name	name:en	name:fr	operator	operator:type	private	address	addr:housenumber	addr:street	addr:city	building	building:levels	building:material	building:condition	building:status	note	layer	other_tags
"POINT (28.1068444 -3.2872667)"	Education	amenity=school	n	"1235017667"	-3.287267	28.106844	school	Ecole primaire Itumba																	"""name""=>""Ecole primaire Itumba"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/21"""
"MULTIPOLYGON (((29.7206381 0.3926482,29.7205885 0.3920796,29.7202425 0.3921185,29.7202331 0.3919884,29.7212496 0.3919106,29.7213328 0.3922056,29.7212604 0.3923585,29.7211423 0.3924095,29.7208902 0.3924148,29.72074 0.3925892,29.7206381 0.3926482)))"	Education	amenity=school	w	"668481288"	0.392185	29.720787	school																		"""amenity""=>""school"""
"POINT (15.2776107 -4.3471187)"	Education	amenity=school	n	"5266898498"	-4.347119	15.277611	school	Ecole Ntodo																	"""name""=>""Ecole Ntodo"", ""amenity""=>""school"", ""wheelchair""=>""yes"""
"POINT (15.3369215 -4.3849285)"	Education	amenity=school	n	"713306937"	-4.384929	15.336922	school	Ecole Maternelle Massamba																	"""name""=>""Ecole Maternelle Massamba"", ""amenity""=>""school"""
"POINT (29.3113 0.129083)"	Education	amenity=school	n	"1207687316"	0.129083	29.3113	school	École primaire Ahimidiwe																	"""name""=>""École primaire Ahimidiwe"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/05/16"""
"MULTIPOLYGON (((25.9202702 -2.9525438,25.92084 -2.9528003,25.9211108 -2.9522033,25.9205364 -2.9519935,25.9202702 -2.9525438)))"	Education	amenity=school	w	"756964477"	-2.952389	25.920694	school	E.P Mikelenge																	"""name""=>""E.P Mikelenge"", ""amenity""=>""school"""
"MULTIPOLYGON (((29.3697495 0.1522712,29.3703499 0.1525777,29.3706096 0.1528928,29.3704265 0.153408,29.3697368 0.1535868,29.3690853 0.1536634,29.3685701 0.1533697,29.3686425 0.152897,29.3697495 0.1522712)))"	Education	amenity=school	w	"625845929"	0.153036	29.369588	school																		"""amenity""=>""school"""
"POINT (17.3737355 -3.2969573)"	Education	amenity=school	n	"1234982990"	-3.296957	17.373736	school	Ecole Nkufi Kilanga																	"""name""=>""Ecole Nkufi Kilanga"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2010/04/21"""
"MULTIPOLYGON (((15.3718311 -4.4234167,15.3719422 -4.4234367,15.3719181 -4.4235704,15.3718069 -4.4235504,15.3718311 -4.4234167)))"	Education	amenity=school	w	"676555790"	-4.423494	15.371875	school	ITP Okana							"70"	Kikonda	Kinshasa	yes	"1"	cement_block	poor				"""name""=>""ITP Okana"", ""amenity""=>""school"", ""building""=>""yes"", ""addr:city""=>""Kinshasa"", ""addr:street""=>""Kikonda"", ""building:levels""=>""1"", ""addr:housenumber""=>""70"", ""building:material""=>""cement_block"", ""building:condition""=>""poor"""
"POINT (13.3687778 -5.2146111)"	Education	amenity=school	n	"1234966538"	-5.214611	13.368778	school	Ecole primaire Zola																	"""name""=>""Ecole primaire Zola"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2010/04/21"""
"POINT (29.3354654 0.1454052)"	Education	amenity=school	n	"1207686487"	0.145405	29.335465	school	Ecole primaire Bulengera																	"""name""=>""Ecole primaire Bulengera"", ""fixme""=>""confirm"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/05/16"""
"POINT (26.6647358 -3.6040299)"	Education	amenity=school	n	"1232765660"	-3.60403	26.664736	school	Ecole primaire Peneidomba																	"""name""=>""Ecole primaire Peneidomba"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/23"""
"POINT (18.2235331 -0.1488797)"	Education	amenity=school	n	"5731987366"	-0.14888	18.223533	school	EP1 Moboti				public													"""name""=>""EP1 Moboti"", ""fixme""=>""Check exact building"", ""source""=>""USAID"", ""amenity""=>""school"", ""operator:type""=>""public"", ""is_in:educ_level6""=>""Mbandaka 1"", ""is_in:admin_level4""=>""Equateur"", ""is_in:admin_level6""=>""Mbandaka"", ""is_in:admin_level7""=>""Wangata"""
"POINT (29.1067193 -4.6451894)"	Education	amenity=school	n	"5242870793"	-4.645189	29.106719	school	École primaire Kisengeta																	"""name""=>""École primaire Kisengeta"", ""source""=>""MSFsurvey"", ""amenity""=>""school"", ""source:date""=>""2017-07"", ""is_in:village""=>""Nguma"""
"MULTIPOLYGON (((15.3586963 -4.3926907,15.3589136 -4.3927675,15.358887 -4.3928421,15.3586698 -4.3927652,15.3586963 -4.3926907)))"	Education	amenity=school	w	"597918546"	-4.392766	15.358792	school	Ecole EMERCO							"34"	8ème rue	Kinshasa	yes	"1"	brick	average				"""name""=>""Ecole EMERCO"", ""amenity""=>""school"", ""building""=>""yes"", ""addr:city""=>""Kinshasa"", ""addr:street""=>""8ème rue"", ""building:levels""=>""1"", ""addr:housenumber""=>""34"", ""building:material""=>""brick"", ""building:condition""=>""average"", ""is_in:admin_level7""=>""Matete"", ""is_in:admin_level8""=>""Maziba"""
"POINT (17.3617083 -3.340404)"	Education	amenity=university	n	"6253712033"	-3.340404	17.361708	university	Université de Bandundu																	"""name""=>""Université de Bandundu"", ""amenity""=>""university"""
"MULTIPOLYGON (((24.9857179 -8.7524697,24.9856765 -8.7525414,24.9857703 -8.7525943,24.9858018 -8.7525398,24.9858185 -8.7525492,24.9857686 -8.7526355,24.9858082 -8.7526578,24.9858679 -8.7525543,24.9857179 -8.7524697)),((24.9851563 -8.7524148,24.9850954 -8.7525391,24.9854005 -8.7526852,24.9854138 -8.7526581,24.985529 -8.7527132,24.9855154 -8.752741,24.9857353 -8.7528558,24.9857892 -8.7527266,24.985573 -8.752623,24.9855618 -8.7526459,24.985453 -8.7525938,24.9854675 -8.7525643,24.9851563 -8.7524148)),((24.9858345 -8.7522336,24.985766 -8.7522051,24.9858003 -8.7521343,24.9856458 -8.7520613,24.9856097 -8.752136,24.9850595 -8.7518762,24.9849607 -8.7520806,24.9853072 -8.7522441,24.985212 -8.7524411,24.9851563 -8.7524148,24.9847832 -8.7522383,24.9850319 -8.7517258,24.9858806 -8.7521417,24.9858345 -8.7522336)))"	Education	amenity=school	r	"8548227"	-8.752261	24.985281	school	INSTITUT IPROKA																	"""name""=>""INSTITUT IPROKA"", ""type""=>""multipolygon"", ""amenity""=>""school"""
"POINT (15.3294656 -4.4159931)"	Education	amenity=school	n	"5766311108"	-4.415993	15.329466	school	College la Moisson																	"""name""=>""College la Moisson"", ""amenity""=>""school"""
"POINT (28.0969194 -3.3088917)"	Education	amenity=school	n	"1235017736"	-3.308892	28.096919	school	Ecole primaire Lubemba																	"""name""=>""Ecole primaire Lubemba"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/20"""
"MULTIPOLYGON (((15.3717553 -4.4121521,15.3718464 -4.4121396,15.3718733 -4.412334,15.3717822 -4.4123465,15.3717553 -4.4121521)))"	Education	amenity=school	w	"676522088"	-4.412243	15.371814	school	Collège Saint Gilbert								Nsanga	Kinshasa	school	"3"	brick	average				"""name""=>""Collège Saint Gilbert"", ""wall""=>""yes"", ""amenity""=>""school"", ""building""=>""school"", ""addr:city""=>""Kinshasa"", ""addr:street""=>""Nsanga"", ""building:levels""=>""3"", ""building:material""=>""brick"", ""building:condition""=>""average"""
"MULTIPOLYGON (((29.1881581 -5.9452255,29.1878201 -5.9452396,29.1877321 -5.9455446,29.1882061 -5.94568,29.1883236 -5.9452728,29.1881581 -5.9452255)))"	Education	amenity=school	w	"239624720"	-5.94543	29.188037	school	Ecole Primaire de la Lukuga																	"""name""=>""Ecole Primaire de la Lukuga"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2010/04/21"""
"POINT (15.3550706 -4.3963264)"	Education	amenity=school	n	"5768072708"	-4.396326	15.355071	school	CS/Institut Mpyncha																	"""name""=>""CS/Institut Mpyncha"", ""amenity""=>""school"""
"POINT (28.1876722 -3.1843833)"	Education	amenity=school	n	"1235017768"	-3.184383	28.187672	school	Ecole primaire Mutezi																	"""name""=>""Ecole primaire Mutezi"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/28"""
"POINT (28.6474417 -2.0872583)"	Education	amenity=school	n	"1238147584"	-2.087258	28.647442	school	Ecole secondaire Inst La Providence																	"""name""=>""Ecole secondaire Inst La Providence"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/12/14"""
"POINT (29.0510667 -2.1906694)"	Education	amenity=school	n	"1238147346"	-2.190669	29.051067	school	Ecole secondaire Inst Kihumba Jean Charles Magabe																	"""name""=>""Ecole secondaire Inst Kihumba Jean Charles Magabe"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/12/04"""
"POINT (29.5045088 0.7251797)"	Education	amenity=school	n	"7060056096"	0.72518	29.504509	school	Institut Mapendano																	"""name""=>""Institut Mapendano"", ""amenity""=>""school"", ""school:FR""=>""secondaire"""
"POINT (15.2772631 -4.3398453)"	Education	amenity=school	n	"2299738119"	-4.339845	15.277263	school	Collège Saint Michel																	"""name""=>""Collège Saint Michel"", ""amenity""=>""school"", ""wheelchair""=>""yes"""
"POINT (24.7314 2.7928)"	Education	amenity=school	n	"5711830314"	2.7928	24.7314	school	Mbota 1 Ecole																	"""name""=>""Mbota 1 Ecole"", ""source""=>""UNICEF"", ""amenity""=>""school"", ""is_in:province""=>""Bas-Uele"""
"POINT (28.7570667 -2.8587444)"	Education	amenity=school	n	"1235016721"	-2.858744	28.757067	school	Ecole primaire Lwarhamba																	"""name""=>""Ecole primaire Lwarhamba"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/02/01"""
"MULTIPOLYGON (((18.4110515 -0.9001794,18.4110892 -0.900196,18.4110503 -0.9002845,18.4110126 -0.9002679,18.4110515 -0.9001794)))"	Education	amenity=school	w	"591644278"	-0.900232	18.411051	school											yes							"""amenity""=>""school"", ""building""=>""yes"""
"POINT (27.1877694 -3.4623444)"	Education	amenity=school	n	"1235003295"	-3.462344	27.187769	school	Ecole secondaire Inst Penekusu																	"""name""=>""Ecole secondaire Inst Penekusu"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/03/04"""
"POINT (29.45676 0.51635)"	Education	amenity=school	n	"6477799703"	0.51635	29.45676	school	ECOLE PRIMAIRE KANGAEMBI																	"""name""=>""ECOLE PRIMAIRE KANGAEMBI"", ""amenity""=>""school"", ""school:FR""=>""primaire"""
"POINT (26.9191111 -2.7459167)"	Education	amenity=school	n	"1232767009"	-2.745917	26.919111	school	Ecole secondaire Inst Lubile																	"""name""=>""Ecole secondaire Inst Lubile"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/30"""
"MULTIPOLYGON (((15.3557841 -4.3871401,15.3558356 -4.386981,15.3559228 -4.3870091,15.3558712 -4.3871681,15.3557841 -4.3871401)))"	Education	amenity=school	w	"598063852"	-4.387075	15.355853	school	Complexe Scolaire Losa							"7"	Avenue 1ère rue	Kinshasa	yes	"1"	brick	average				"""name""=>""Complexe Scolaire Losa"", ""amenity""=>""school"", ""building""=>""yes"", ""addr:city""=>""Kinshasa"", ""addr:street""=>""Avenue 1ère rue"", ""building:levels""=>""1"", ""addr:housenumber""=>""7"", ""building:material""=>""brick"", ""building:condition""=>""average"", ""is_in:admin_level7""=>""Matete"""
"POINT (29.44603 0.48184)"	Education	amenity=school	n	"6477793576"	0.48184	29.44603	school	ECOLE PRIMAIRE TUHA																	"""name""=>""ECOLE PRIMAIRE TUHA"", ""amenity""=>""school"", ""school:FR""=>""primaire"""
"POINT (27.479245 -11.6917732)"	Education	amenity=school	n	"1197330706"	-11.691773	27.479245	school	Ecole primaire Mapinduzi I																	"""name""=>""Ecole primaire Mapinduzi I"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2010/04/21"""
